userId,itemId,categoryId,behaviorType,timestamp,time,date,hour
100,3245421,2881542,pv,1511759664,2017-11-27 13:14:24,2017-11-27,13
100,598929,2429887,pv,1511765548,2017-11-27 14:52:28,2017-11-27,14
100,2971043,4869428,pv,1511765568,2017-11-27 14:52:48,2017-11-27,14
100,4661590,3425094,pv,1511765639,2017-11-27 14:53:59,2017-11-27,14
100,4902636,3425094,pv,1511765659,2017-11-27 14:54:19,2017-11-27,14
100,1046201,3002561,pv,1511765687,2017-11-27 14:54:47,2017-11-27,14
100,3687011,223690,pv,1511765918,2017-11-27 14:58:38,2017-11-27,14
100,2677866,3624696,pv,1511766122,2017-11-27 15:02:02,2017-11-27,15
100,4492008,4482016,pv,1511766135,2017-11-27 15:02:15,2017-11-27,15
100,2690154,2293367,pv,1511766238,2017-11-27 15:03:58,2017-11-27,15
100,4341929,2293367,fav,1511766408,2017-11-27 15:06:48,2017-11-27,15
100,4863356,2293367,pv,1511766426,2017-11-27 15:07:06,2017-11-27,15
100,4244099,2293367,pv,1511766434,2017-11-27 15:07:14,2017-11-27,15
100,562760,2293367,pv,1511766436,2017-11-27 15:07:16,2017-11-27,15
100,4863356,2293367,pv,1511766455,2017-11-27 15:07:35,2017-11-27,15
100,1640913,2293367,pv,1511766462,2017-11-27 15:07:42,2017-11-27,15
100,2206711,2293367,pv,1511766473,2017-11-27 15:07:53,2017-11-27,15
100,3895389,2293367,pv,1511766505,2017-11-27 15:08:25,2017-11-27,15
100,1046201,3002561,buy,1511767298,2017-11-27 15:21:38,2017-11-27,15
100,2434962,3897386,pv,1511768604,2017-11-27 15:43:24,2017-11-27,15
100,3245421,2881542,pv,1511771412,2017-11-27 16:30:12,2017-11-27,16
100,2434962,3897386,pv,1511773049,2017-11-27 16:57:29,2017-11-27,16
100,3629289,2881542,pv,1511774038,2017-11-27 17:13:58,2017-11-27,17
100,4075065,2881542,pv,1511774179,2017-11-27 17:16:19,2017-11-27,17
100,1606258,4098232,buy,1511789940,2017-11-27 21:39:00,2017-11-27,21
100,4840649,1029459,buy,1511790130,2017-11-27 21:42:10,2017-11-27,21
100,2574432,4896062,pv,1511790389,2017-11-27 21:46:29,2017-11-27,21
100,251391,3738615,buy,1511790782,2017-11-27 21:53:02,2017-11-27,21
100,510936,1575622,pv,1511790915,2017-11-27 21:55:15,2017-11-27,21
100,251391,3738615,pv,1511790928,2017-11-27 21:55:28,2017-11-27,21
100,4840649,1029459,pv,1511790973,2017-11-27 21:56:13,2017-11-27,21
100,3245421,2881542,pv,1511823877,2017-11-28 07:04:37,2017-11-28,7
100,4075065,2881542,pv,1511823917,2017-11-28 07:05:17,2017-11-28,7
100,251391,3738615,pv,1511824489,2017-11-28 07:14:49,2017-11-28,7
100,1606258,4098232,pv,1511824712,2017-11-28 07:18:32,2017-11-28,7
100,4075065,2881542,buy,1511833877,2017-11-28 09:51:17,2017-11-28,9
100,4840649,1029459,pv,1511868574,2017-11-28 19:29:34,2017-11-28,19
100,251391,3738615,pv,1511868672,2017-11-28 19:31:12,2017-11-28,19
100,4075065,2881542,pv,1511868722,2017-11-28 19:32:02,2017-11-28,19
100,1606258,4098232,pv,1511868772,2017-11-28 19:32:52,2017-11-28,19
100,1046201,3002561,pv,1511868784,2017-11-28 19:33:04,2017-11-28,19
100,251391,3738615,pv,1511929658,2017-11-29 12:27:38,2017-11-29,12
100,4840649,1029459,pv,1511929671,2017-11-29 12:27:51,2017-11-29,12
100,1606258,4098232,pv,1511929678,2017-11-29 12:27:58,2017-11-29,12
100,137999,4640311,pv,1512123219,2017-12-01 18:13:39,2017-12-01,18
100,1203280,4640311,pv,1512123340,2017-12-01 18:15:40,2017-12-01,18
100,2322855,3299155,pv,1512137970,2017-12-01 22:19:30,2017-12-01,22
100,4140845,2096639,pv,1512173626,2017-12-02 08:13:46,2017-12-02,8
100,3656511,3312150,pv,1512177480,2017-12-02 09:18:00,2017-12-02,9
100,2772937,3114694,pv,1512192261,2017-12-02 13:24:21,2017-12-02,13
100,2859169,2096639,pv,1512201298,2017-12-02 15:54:58,2017-12-02,15
1000,1385281,2352202,pv,1511541853,2017-11-25 00:44:13,2017-11-25,0
1000,5120034,1051370,cart,1511542034,2017-11-25 00:47:14,2017-11-25,0
1000,1953489,238434,pv,1511543045,2017-11-25 01:04:05,2017-11-25,1
1000,408860,551706,pv,1511543246,2017-11-25 01:07:26,2017-11-25,1
1000,4590199,4338287,pv,1511543742,2017-11-25 01:15:42,2017-11-25,1
1000,1976168,4338287,pv,1511543773,2017-11-25 01:16:13,2017-11-25,1
1000,4590199,4338287,pv,1511543777,2017-11-25 01:16:17,2017-11-25,1
1000,3722942,1051370,pv,1511570091,2017-11-25 08:34:51,2017-11-25,8
1000,3059682,2440115,pv,1511571595,2017-11-25 08:59:55,2017-11-25,8
1000,4774231,1312642,pv,1511571599,2017-11-25 08:59:59,2017-11-25,8
1000,2599546,3995452,fav,1511571647,2017-11-25 09:00:47,2017-11-25,9
1000,1501998,4382196,pv,1511656892,2017-11-26 08:41:32,2017-11-26,8
1000,2593031,1029459,pv,1511657118,2017-11-26 08:45:18,2017-11-26,8
1000,1797452,3624696,fav,1511657192,2017-11-26 08:46:32,2017-11-26,8
1000,3869395,1349561,pv,1511657410,2017-11-26 08:50:10,2017-11-26,8
1000,3302343,2342116,pv,1511657664,2017-11-26 08:54:24,2017-11-26,8
1000,5120034,1051370,pv,1511744280,2017-11-27 08:58:00,2017-11-27,8
1000,1186274,2939262,fav,1511744330,2017-11-27 08:58:50,2017-11-27,8
1000,4417931,4558987,pv,1511744491,2017-11-27 09:01:31,2017-11-27,9
1000,4769300,2430608,pv,1511745166,2017-11-27 09:12:46,2017-11-27,9
1000,2956844,2419959,fav,1511865506,2017-11-28 18:38:26,2017-11-28,18
1000,544269,2419959,pv,1511865555,2017-11-28 18:39:15,2017-11-28,18
1000,2956844,2419959,pv,1511865567,2017-11-28 18:39:27,2017-11-28,18
1000,4402665,1789614,pv,1511865925,2017-11-28 18:45:25,2017-11-28,18
1000,3011372,1349561,pv,1511865958,2017-11-28 18:45:58,2017-11-28,18
1000,4487355,1653613,fav,1511866709,2017-11-28 18:58:29,2017-11-28,18
1000,4185482,1653613,pv,1511874610,2017-11-28 21:10:10,2017-11-28,21
1000,2594546,1851156,pv,1511932926,2017-11-29 13:22:06,2017-11-29,13
1000,3255674,2440115,pv,1511933559,2017-11-29 13:32:39,2017-11-29,13
1000,2153891,1051370,pv,1511935123,2017-11-29 13:58:43,2017-11-29,13
1000,1925478,171529,pv,1511944345,2017-11-29 16:32:25,2017-11-29,16
1000,4793529,238434,pv,1511967232,2017-11-29 22:53:52,2017-11-29,22
1000,4827739,1051370,fav,1511972085,2017-11-30 00:14:45,2017-11-30,0
1000,843246,1879194,cart,1511972134,2017-11-30 00:15:34,2017-11-30,0
1000,848341,5071267,pv,1511972325,2017-11-30 00:18:45,2017-11-30,0
1000,203347,1851156,pv,1511974144,2017-11-30 00:49:04,2017-11-30,0
1000,4950759,411153,pv,1512039862,2017-11-30 19:04:22,2017-11-30,19
1000,2033067,3579754,pv,1512040022,2017-11-30 19:07:02,2017-11-30,19
1000,1822774,3579754,pv,1512040382,2017-11-30 19:13:02,2017-11-30,19
1000,543879,3579754,pv,1512040450,2017-11-30 19:14:10,2017-11-30,19
1000,462579,3579754,pv,1512040470,2017-11-30 19:14:30,2017-11-30,19
1000,1822774,3579754,pv,1512040518,2017-11-30 19:15:18,2017-11-30,19
1000,4720367,3579754,pv,1512041216,2017-11-30 19:26:56,2017-11-30,19
1000,1520357,3579754,pv,1512041447,2017-11-30 19:30:47,2017-11-30,19
1000,1373387,1202097,pv,1512041462,2017-11-30 19:31:02,2017-11-30,19
1000,1109842,3579754,pv,1512041625,2017-11-30 19:33:45,2017-11-30,19
1000,2196555,2430608,pv,1512042012,2017-11-30 19:40:12,2017-11-30,19
1000,4240134,2939262,pv,1512042734,2017-11-30 19:52:14,2017-11-30,19
1000,1907674,1851156,pv,1512042775,2017-11-30 19:52:55,2017-11-30,19
1000,1922292,4993094,fav,1512042934,2017-11-30 19:55:34,2017-11-30,19
1000,2033067,3579754,pv,1512043285,2017-11-30 20:01:25,2017-11-30,20
1000,4778761,2982027,pv,1512043597,2017-11-30 20:06:37,2017-11-30,20
1000,2663756,1299190,pv,1512043850,2017-11-30 20:10:50,2017-11-30,20
1000,4064135,1299190,fav,1512043880,2017-11-30 20:11:20,2017-11-30,20
1000,2663756,1299190,pv,1512043956,2017-11-30 20:12:36,2017-11-30,20
1000,620939,2352202,pv,1512043971,2017-11-30 20:12:51,2017-11-30,20
1000,2339773,1851156,pv,1512044079,2017-11-30 20:14:39,2017-11-30,20
1000,4444531,1851156,pv,1512044242,2017-11-30 20:17:22,2017-11-30,20
1000,694225,807138,pv,1512044563,2017-11-30 20:22:43,2017-11-30,20
1000,4599135,245312,pv,1512228047,2017-12-02 23:20:47,2017-12-02,23
1000,3532002,1299190,pv,1512228210,2017-12-02 23:23:30,2017-12-02,23
1000,3872382,1879194,fav,1512228264,2017-12-02 23:24:24,2017-12-02,23
1000,2412328,1879194,pv,1512228361,2017-12-02 23:26:01,2017-12-02,23
1000,3532002,1299190,pv,1512228449,2017-12-02 23:27:29,2017-12-02,23
1000,3877041,5053508,pv,1512228777,2017-12-02 23:32:57,2017-12-02,23
1000,308742,1864538,pv,1512229535,2017-12-02 23:45:35,2017-12-02,23
1000,3214150,5071267,pv,1512229711,2017-12-02 23:48:31,2017-12-02,23
1000,2340930,1051370,fav,1512229780,2017-12-02 23:49:40,2017-12-02,23
1000,1409153,5071267,pv,1512229806,2017-12-02 23:50:06,2017-12-02,23
1000001,1649625,4145813,pv,1511800929,2017-11-28 00:42:09,2017-11-28,0
1000001,250452,4145813,pv,1511802582,2017-11-28 01:09:42,2017-11-28,1
1000001,1649625,4145813,pv,1511802711,2017-11-28 01:11:51,2017-11-28,1
1000001,3093290,4145813,pv,1511837788,2017-11-28 10:56:28,2017-11-28,10
1000001,4343896,4756105,pv,1511881700,2017-11-28 23:08:20,2017-11-28,23
1000001,3132168,154040,pv,1511881851,2017-11-28 23:10:51,2017-11-28,23
1000001,1582853,4173315,pv,1511881921,2017-11-28 23:12:01,2017-11-28,23
1000001,4567929,154040,pv,1511881980,2017-11-28 23:13:00,2017-11-28,23
1000001,2895228,154040,pv,1511882067,2017-11-28 23:14:27,2017-11-28,23
1000001,823063,154040,pv,1511882139,2017-11-28 23:15:39,2017-11-28,23
1000001,2999487,1973012,pv,1511924532,2017-11-29 11:02:12,2017-11-29,11
1000001,1339050,4145813,pv,1511964945,2017-11-29 22:15:45,2017-11-29,22
1000001,4636765,3004853,pv,1511965566,2017-11-29 22:26:06,2017-11-29,22
1000001,2428634,3004853,pv,1511965748,2017-11-29 22:29:08,2017-11-29,22
1000001,4636765,3004853,pv,1511965786,2017-11-29 22:29:46,2017-11-29,22
1000001,1112446,3004853,pv,1511965811,2017-11-29 22:30:11,2017-11-29,22
1000001,1678636,154040,pv,1511966514,2017-11-29 22:41:54,2017-11-29,22
1000001,1546182,154040,pv,1511966625,2017-11-29 22:43:45,2017-11-29,22
1000001,4636765,3004853,pv,1512018256,2017-11-30 13:04:16,2017-11-30,13
1000001,2527684,3004853,pv,1512018272,2017-11-30 13:04:32,2017-11-30,13
1000001,1649625,4145813,pv,1512051293,2017-11-30 22:14:53,2017-11-30,22
1000001,1542066,2926020,pv,1512052936,2017-11-30 22:42:16,2017-11-30,22
1000001,1649625,4145813,pv,1512117398,2017-12-01 16:36:38,2017-12-01,16
1000001,1542066,2926020,pv,1512137168,2017-12-01 22:06:08,2017-12-01,22
1000001,1649625,4145813,pv,1512209815,2017-12-02 18:16:55,2017-12-02,18
1000001,778160,4145813,pv,1512209978,2017-12-02 18:19:38,2017-12-02,18
1000004,2156592,3607361,pv,1511539241,2017-11-25 00:00:41,2017-11-25,0
1000004,1591982,672001,pv,1511539333,2017-11-25 00:02:13,2017-11-25,0
1000004,3854178,4181361,pv,1511571789,2017-11-25 09:03:09,2017-11-25,9
1000004,3999536,4756105,cart,1511571820,2017-11-25 09:03:40,2017-11-25,9
1000004,4426549,672001,pv,1511571838,2017-11-25 09:03:58,2017-11-25,9
1000004,1591982,672001,pv,1511571841,2017-11-25 09:04:01,2017-11-25,9
1000004,864562,4261392,pv,1511624303,2017-11-25 23:38:23,2017-11-25,23
1000004,2980887,3607361,cart,1511669671,2017-11-26 12:14:31,2017-11-26,12
1000004,4324270,3607361,pv,1511669729,2017-11-26 12:15:29,2017-11-26,12
1000004,2942146,3381933,pv,1511669739,2017-11-26 12:15:39,2017-11-26,12
1000004,4839543,982926,pv,1511669751,2017-11-26 12:15:51,2017-11-26,12
1000004,1133834,982926,pv,1511669775,2017-11-26 12:16:15,2017-11-26,12
1000004,4839543,982926,pv,1511669784,2017-11-26 12:16:24,2017-11-26,12
1000004,59883,4818107,pv,1511669796,2017-11-26 12:16:36,2017-11-26,12
1000004,4317893,1117956,pv,1511669818,2017-11-26 12:16:58,2017-11-26,12
1000004,950087,982926,pv,1511669828,2017-11-26 12:17:08,2017-11-26,12
1000004,4093990,3607361,pv,1511672939,2017-11-26 13:08:59,2017-11-26,13
1000004,522765,3607361,pv,1511672951,2017-11-26 13:09:11,2017-11-26,13
1000004,4763968,2355072,pv,1511672973,2017-11-26 13:09:33,2017-11-26,13
1000004,4093990,3607361,pv,1511672981,2017-11-26 13:09:41,2017-11-26,13
1000004,955594,1320293,pv,1511703217,2017-11-26 21:33:37,2017-11-26,21
1000004,2473596,4756105,pv,1511703252,2017-11-26 21:34:12,2017-11-26,21
1000004,2998425,1080785,pv,1511703261,2017-11-26 21:34:21,2017-11-26,21
1000004,1226070,1080785,pv,1511703277,2017-11-26 21:34:37,2017-11-26,21
1000004,2053091,1080785,pv,1511703391,2017-11-26 21:36:31,2017-11-26,21
1000004,4763968,2355072,pv,1511703434,2017-11-26 21:37:14,2017-11-26,21
1000004,1956224,4801426,pv,1511703443,2017-11-26 21:37:23,2017-11-26,21
1000004,40945,4756105,pv,1511703467,2017-11-26 21:37:47,2017-11-26,21
1000004,4192217,3607361,pv,1511703639,2017-11-26 21:40:39,2017-11-26,21
1000004,4823342,4173315,pv,1511703672,2017-11-26 21:41:12,2017-11-26,21
1000004,105055,1080785,pv,1511704082,2017-11-26 21:48:02,2017-11-26,21
1000004,162597,2355072,pv,1511704152,2017-11-26 21:49:12,2017-11-26,21
1000004,5028560,4173315,pv,1511704161,2017-11-26 21:49:21,2017-11-26,21
1000004,2526169,2355072,pv,1511704173,2017-11-26 21:49:33,2017-11-26,21
1000004,925404,3002561,pv,1511704194,2017-11-26 21:49:54,2017-11-26,21
1000004,1591982,672001,pv,1511707145,2017-11-26 22:39:05,2017-11-26,22
1000004,3693424,672001,pv,1511707152,2017-11-26 22:39:12,2017-11-26,22
1000004,3999536,4756105,pv,1511712361,2017-11-27 00:06:01,2017-11-27,0
1000004,1839512,1320293,pv,1511785444,2017-11-27 20:24:04,2017-11-27,20
1000004,4686539,149192,pv,1511785453,2017-11-27 20:24:13,2017-11-27,20
1000004,1839512,1320293,pv,1511785456,2017-11-27 20:24:16,2017-11-27,20
1000004,2765156,4112095,pv,1511965009,2017-11-29 22:16:49,2017-11-29,22
1000004,522765,3607361,pv,1511966013,2017-11-29 22:33:33,2017-11-29,22
1000004,2980887,3607361,pv,1511966037,2017-11-29 22:33:57,2017-11-29,22
1000004,1228106,4801426,pv,1511966082,2017-11-29 22:34:42,2017-11-29,22
1000004,4324270,3607361,pv,1511966092,2017-11-29 22:34:52,2017-11-29,22
1000004,5125742,3607361,pv,1511966096,2017-11-29 22:34:56,2017-11-29,22
1000004,571666,4756105,pv,1511966112,2017-11-29 22:35:12,2017-11-29,22
1000004,1975544,2355072,pv,1511966126,2017-11-29 22:35:26,2017-11-29,22
1000004,4324270,3607361,pv,1511966135,2017-11-29 22:35:35,2017-11-29,22
1000004,1757180,3607361,pv,1511966181,2017-11-29 22:36:21,2017-11-29,22
1000004,899145,3607361,pv,1511966192,2017-11-29 22:36:32,2017-11-29,22
1000004,2111992,1080785,pv,1511966212,2017-11-29 22:36:52,2017-11-29,22
1000004,1317750,1080785,cart,1511966265,2017-11-29 22:37:45,2017-11-29,22
1000004,4457235,1080785,pv,1511966306,2017-11-29 22:38:26,2017-11-29,22
1000004,1317750,1080785,pv,1511966317,2017-11-29 22:38:37,2017-11-29,22
1000004,1080797,3607361,pv,1511966390,2017-11-29 22:39:50,2017-11-29,22
1000004,479737,2355072,pv,1511966417,2017-11-29 22:40:17,2017-11-29,22
1000004,1863103,2355072,pv,1511966424,2017-11-29 22:40:24,2017-11-29,22
1000004,4363399,2355072,pv,1511966491,2017-11-29 22:41:31,2017-11-29,22
1000004,3417098,2355072,pv,1511966504,2017-11-29 22:41:44,2017-11-29,22
1000004,1757180,3607361,pv,1511966528,2017-11-29 22:42:08,2017-11-29,22
1000004,3235373,2355072,pv,1511966582,2017-11-29 22:43:02,2017-11-29,22
1000004,955501,149192,pv,1511966621,2017-11-29 22:43:41,2017-11-29,22
1000004,996928,2520377,pv,1511966627,2017-11-29 22:43:47,2017-11-29,22
1000004,4322536,4801426,pv,1511966636,2017-11-29 22:43:56,2017-11-29,22
1000004,955501,149192,pv,1511966656,2017-11-29 22:44:16,2017-11-29,22
1000004,3525158,737184,pv,1511966667,2017-11-29 22:44:27,2017-11-29,22
1000004,4823342,4173315,pv,1511966674,2017-11-29 22:44:34,2017-11-29,22
1000004,3525158,737184,pv,1511966686,2017-11-29 22:44:46,2017-11-29,22
1000004,955594,1320293,pv,1511966711,2017-11-29 22:45:11,2017-11-29,22
1000004,2187324,149192,pv,1511966731,2017-11-29 22:45:31,2017-11-29,22
1000004,2072281,1320293,pv,1511966748,2017-11-29 22:45:48,2017-11-29,22
1000004,2187324,149192,pv,1511966765,2017-11-29 22:46:05,2017-11-29,22
1000004,1317750,1080785,pv,1511966797,2017-11-29 22:46:37,2017-11-29,22
1000004,40945,4756105,pv,1511966884,2017-11-29 22:48:04,2017-11-29,22
1000004,3999536,4756105,pv,1511966891,2017-11-29 22:48:11,2017-11-29,22
1000004,4948650,982926,pv,1511967014,2017-11-29 22:50:14,2017-11-29,22
1000004,2750431,149192,pv,1511967048,2017-11-29 22:50:48,2017-11-29,22
1000004,3950842,4756105,pv,1511967069,2017-11-29 22:51:09,2017-11-29,22
1000004,1047994,2355072,pv,1511967078,2017-11-29 22:51:18,2017-11-29,22
1000004,2086446,1080785,pv,1511967088,2017-11-29 22:51:28,2017-11-29,22
1000004,2053091,1080785,pv,1511967125,2017-11-29 22:52:05,2017-11-29,22
1000004,155433,1320293,pv,1511967143,2017-11-29 22:52:23,2017-11-29,22
1000004,3404302,4756105,pv,1511967227,2017-11-29 22:53:47,2017-11-29,22
1000004,2104182,3459125,pv,1511967326,2017-11-29 22:55:26,2017-11-29,22
1000004,372559,4462359,pv,1511967411,2017-11-29 22:56:51,2017-11-29,22
1000004,2623735,2806049,pv,1511967459,2017-11-29 22:57:39,2017-11-29,22
1000004,5150592,672001,pv,1511967532,2017-11-29 22:58:52,2017-11-29,22
1000004,1591982,672001,pv,1511967538,2017-11-29 22:58:58,2017-11-29,22
1000004,1709587,672001,pv,1511967609,2017-11-29 23:00:09,2017-11-29,23
1000004,1928635,4181361,pv,1511967787,2017-11-29 23:03:07,2017-11-29,23
1000004,5064213,2355072,pv,1511967853,2017-11-29 23:04:13,2017-11-29,23
1000004,797408,672001,pv,1511967979,2017-11-29 23:06:19,2017-11-29,23
1000004,1317750,1080785,pv,1512057756,2017-12-01 00:02:36,2017-12-01,0
1000004,5098344,3607361,pv,1512057851,2017-12-01 00:04:11,2017-12-01,0
1000004,3600228,3607361,pv,1512057971,2017-12-01 00:06:11,2017-12-01,0
1000004,2053091,1080785,pv,1512058072,2017-12-01 00:07:52,2017-12-01,0
1000004,3854178,4181361,pv,1512058227,2017-12-01 00:10:27,2017-12-01,0
1000004,1093023,4756105,pv,1512058507,2017-12-01 00:15:07,2017-12-01,0
1000004,1317750,1080785,pv,1512104079,2017-12-01 12:54:39,2017-12-01,12
1000004,342576,1080785,pv,1512175255,2017-12-02 08:40:55,2017-12-02,8
